Qubit,T1 (us),T2 (us),Frequency (GHz),Anharmonicity (GHz),Readout assignment error ,Prob meas0 prep1 ,Prob meas1 prep0 ,Readout length (ns),ID error ,√x (sx) error ,Pauli-X error ,CNOT error ,Gate time (ns)
0,89.20788692158143,116.11364521614617,5.300688786047847,-0.3314801694030778,0.04039999999999999,0.05700000000000005,0.0238,5351.11111111111,0.0002877321210806401,0.0002877321210806401,0.0002877321210806401,0_1:0.006980828540715911,0_1:234.66666666666666
1,97.22909444509095,115.73707699740612,5.080578878251945,-0.3192453770191231,0.03639999999999999,0.050799999999999956,0.022,5351.11111111111,0.0002834748042268999,0.0002834748042268999,0.0002834748042268999,1_3:0.007490562309400067; 1_2:0.0090892457240202; 1_0:0.006980828540715911,1_3:334.22222222222223; 1_2:298.66666666666663; 1_0:270.22222222222223
2,95.50221617620379,101.29969218454816,5.322183782907823,-0.33231656282971167,0.06459999999999999,0.07440000000000002,0.0548,5351.11111111111,0.0002490056895301734,0.0002490056895301734,0.0002490056895301734,2_1:0.0090892457240202,2_1:263.1111111111111
3,100.688029635727,20.977917249328833,5.163615471220947,-0.33508064939515236,0.03420000000000001,0.05259999999999998,0.0158,5351.11111111111,0.00027075960843336557,0.00027075960843336557,0.00027075960843336557,3_4:0.0145518931133225; 3_1:0.007490562309400067,3_4:277.3333333333333; 3_1:369.77777777777777
4,106.06909507238879,148.14715067547652,5.0523329195979345,-0.3192628614050085,0.03959999999999997,0.05679999999999996,0.0224,5351.11111111111,0.0005509012189302659,0.0005509012189302659,0.0005509012189302659,4_3:0.0145518931133225,4_3:312.88888888888886
